# Agent-assisted review of derived_client_alias_index, full-corpus rebuild, 2026-07-06.
# Covers the 1,826 entities newly surfaced after fixing two bugs in
# build_derived_client_alias_index.py: (1) income lookup keyed on the wrong
# senate_clients column (client_id vs id), which undercounted most entities'
# income and shrank the >=$1M threshold set to 525 instead of the true 2,292;
# (2) entities were clustered on the raw normalized name instead of a
# suffix-stripped core key, so "X Corporation" and "X" (same company) could
# land in separate entities (e.g. Norfolk Southern split $4.71M into two
# clusters before the fix). This file is the second review pass, covering
# only the ~1,826 entities not already reviewed in agent_review_2026-07-06.txt
# (the original 525-entity pass, reused rather than re-run to save tokens).
# Produced by 20 batched general-purpose Agent tool launches (not raw API
# calls). Applied via scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
1239|LUTRON ELECTRONICS CO., INC.|Lutron|false|distinctive brand name
1240|LVMH MOET HENNESSY LOUIS VUITTON INC.|LVMH;Moet Hennessy;Louis Vuitton|false|distinctive well-known luxury conglomerate brand
1241|LYFT, INC.|Lyft|false|distinctive well-known consumer brand
1242|LYTEN, INC.|Lyten|false|distinctive brand name
1244|MAGPUL INDUSTRIES CORPORATION, INC.|Magpul|false|distinctive brand name
1246|MAINSPRING ENERGY, INC.|NONE|true|Mainspring common English word
1247|MAJOR LEAGUE BASEBALL|NONE|true|generic-sounding official name frequently mentioned incidentally
1249|MAMMOTH ENERGY SERVICES INC|Mammoth Energy|false|distinctive enough combination
1251|MANAGEMENT & TRAINING CORPORATION|NONE|true|generic descriptive name
1252|MANAGEMENT AND TRAINING CORPORATION|NONE|true|generic descriptive name
1253|MANAGEMENT HEALTH SYSTEMS, LLC (D/B/A MEDPRO)|NONE|true|Management Health Systems generic; MedPro common term
1254|MANAGEYOURID|NONE|false|distinctive coined single-word name
1255|MANUFACTURED HOUSING INSTITUTE|NONE|true|generic descriptive trade-association name
1256|MAPLEBEAR INC. D/B/A INSTACART|Instacart|false|distinctive well-known consumer brand
1257|MARATHON PETROLEUM CORPORATION|NONE|true|Marathon alone common English word/event name
1258|MARATHON TARGETS, INC.|NONE|true|contains generic words Marathon and Targets
1259|MARC COALITION|NONE|true|MARC short acronym colliding with MARC train service
1261|MARRIOTT INTERNATIONAL, INC.|Marriott|false|distinctive well-known consumer brand
1262|MARS, INCORPORATED|NONE|true|Mars collides heavily with the planet
1263|MARSH MCLENNAN|Marsh & McLennan;MMC|false|distinctive well-known brand name
1264|MARTIN BAKER AIRCRAFT CO., LTD.|Martin-Baker|false|distinctive brand name
1265|MARTIN'S POINT HEALTH CARE|Martin's Point|false|distinctive-enough regional healthcare brand
1266|MARUBENI OIL & GAS (USA) INC.|Marubeni|false|distinctive brand name
1267|MASS GENERAL BRIGHAM|MGB|false|distinctive well-known hospital system brand
1268|MASS GENERAL BRIGHAM (FORMERLY KNOWN AS PARTNERS HEALTHCARE)|MGB;Partners HealthCare|false|distinctive well-known hospital system brand
1269|MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY|MassMutual|false|distinctive well-known brand
1270|MASSDEVELOPMENT|MassDevelopment|false|distinctive coined name
1271|MASTERCARD, INC.|Mastercard|false|distinctive well-known consumer brand
1272|MASTERCARD INTERNATIONAL INCORPORATED|Mastercard|false|distinctive well-known consumer brand
1273|MASTERCARD WORLDWIDE|Mastercard|false|distinctive well-known consumer brand
1274|MASTRONARDI PRODUCE-USA, INC.|Mastronardi|false|distinctive brand name
1275|MATCH GROUP, LLC|NONE|true|Match common English word
1276|MATERION BRUSH INC.|NONE|false|distinctive coined name
1277|MATRIX DESIGN GROUP ON BEHALF OF THE VIRGINIA SEC. OF VETERANS & DEFENSE AFFAIRS|NONE|true|Matrix common word/generic term
1278|MATRIX MEDICAL NETWORK|NONE|true|Matrix common word
1279|MATSON NAVIGATION COMPANY, INC.|Matson|false|distinctive company name
1280|MAXAR TECHNOLOGIES HOLDINGS, INC.|Maxar|false|distinctive coined name
1281|MAXIMUS, INC.|NONE|true|also common Latin/English word
1282|MAYO CLINIC|NONE|true|Mayo collides with condiment/common surname
1283|MCCAIN FOODS USA, INC.|NONE|true|McCain collides with Senator John McCain
1284|MCDONALD'S CORPORATION|McDonald's|false|distinctive globally recognized brand
1285|MCGRAW-HILL EDUCATION|McGraw-Hill|false|distinctive company name
1286|MCKESSON CORPATION AND ITS AFFILIATE US ONCOLOGY (FORMERLY US ONCOLOGY)|McKesson|false|distinctive names
1290|MCWANE, INC.|McWane|false|distinctive surname-based company name
1291|MDVIP|NONE|false|distinctive coined brand name
1292|MEDIATEK USA INC.|MediaTek|false|distinctive coined brand name
1293|MEDICA|NONE|true|Medica generic-sounding medical term/root
1295|MEDICAL DEVICE MANUFACTURERS ASSOCIATION|NONE|true|fully generic descriptive trade-association name
1296|MEDISYS HEALTH NETWORK|NONE|false|distinctive coined name
1297|MEDLINE INDUSTRIES, LP|Medline|false|distinctive coined brand name
1298|MEDLINE INDUSTRIES, L.P. (FORMERLY MEDLINE INDUSTRIES, INC.)|Medline|false|distinctive coined brand name
1299|MEDTRONIC, INC.|Medtronic|false|distinctive coined brand name
1300|MERCK & COMPANY, INC.|Merck|false|distinctive company/surname-derived name
1301|MERLIN LABS|NONE|true|Merlin collides with legendary wizard name/other uses
1302|META PLATFORMS INC (FORMERLY FACEBOOK INC & VARIOUS SUBSIDIARIES)|NONE|true|Meta also common English prefix/word
1303|META PLATFORMS, INC. (FORMERLY FACEBOOK, INC. AND VARIOUS SUBSIDIARIES)|NONE|true|same as above, duplicate entry
1305|METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY|NONE|true|generic descriptive government-agency name
1306|METROPOLITAN TRANSPORTATION COMMISSION|NONE|true|fully generic descriptive government-agency name
1307|METROPOLITAN WATER DISTRICT OF SOUTHERN CALIFORNIA|NONE|true|generic descriptive government-agency name
1308|MGIC|NONE|false|distinctive acronym
1309|MGM PUBLIC POLICY, LLC|NONE|true|MGM alone would collide with MGM Resorts/Studios
1310|MGM RESORTS|NONE|false|distinctive brand name
1311|MGM RESORTS INTERNATIONAL|MGM|false|distinctive brand name
1313|MIAMI-DADE COUNTY, FLORIDA|NONE|true|common place name/government jurisdiction
1318|MILLE LACS BAND OF OJIBWE INDIANS|Mille Lacs Band|false|distinctive tribal name
1319|MINN-DAK FARMERS COOPERATIVE|Minn-Dak|false|distinctive coined name
1320|MISSISSIPPI BAND OF CHOCTAW INDIANS|NONE|true|Mississippi common state/place name
1321|MITSUBISHI HEAVY INDUSTRIES AMERICA, INC.|Mitsubishi Heavy Industries;MHI|false|distinctive brand name
1322|MITSUBISHI POWER AMERICAS, INC.|Mitsubishi Power|false|distinctive brand name
1323|MMM HEALTHCARE|NONE|true|MMM short generic-sounding acronym/interjection
1324|MODERN TECHNOLOGY SOLUTIONS, INC.|NONE|true|fully generic descriptive name
1325|MODERNA US, INC.|Moderna|false|distinctive well-known brand name
1326|MODERNATX, INC.|Moderna|false|distinctive well-known brand name
1327|MOLINA HEALTHCARE, INC.|Molina|false|distinctive surname-based brand name
1328|MOLSON COORS BEVERAGE COMPANY USA LLC|Molson Coors;Coors|false|distinctive well-known brand name
1329|MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC)|Molson Coors;Coors;MillerCoors;Miller|false|distinctive well-known brand names
1330|MONDELEZ INTERNATIONAL, INC.|Mondelez|false|distinctive coined brand name
1331|MONEYGRAM INTERNATIONAL INC.|MoneyGram|false|distinctive well-known brand name
1332|MONOLITH MATERIALS, INC.|NONE|true|Monolith common English word
1333|MONTEFIORE MEDICAL CENTER|Montefiore|false|distinctive proper-name-based brand
1335|MOOG, INC.|NONE|true|Moog collides with Moog synthesizer brand
1336|MORGAN STANLEY & CO. LLC|Morgan Stanley|false|distinctive well-known brand name
1337|MORGAN STANLEY DEAN WITTER & COMPANY|Morgan Stanley|false|distinctive well-known brand name
1338|MORONGO BAND OF MISSION INDIANS|Morongo|false|distinctive tribal name
1339|MORTGAGE BANKERS ASSOCIATION|NONE|true|generic descriptive trade-association name; MBA collides
1340|MORTGAGE RESEARCH CENTER, LLC|NONE|true|generic descriptive name
1341|MOTION PICTURE ASSOCIATION|NONE|true|generic descriptive name; MPA collides
1342|MOTION PICTURE ASSOCIATION OF AMERICA, INC.|NONE|true|generic descriptive name
1344|MOVING HEALTH HOME|NONE|true|fully generic descriptive coalition/advocacy name
1345|MP MATERIALS|NONE|true|MP short generic-sounding acronym/initialism
1346|MR. JAY ALIX|NONE|true|individual person's name, common-enough pattern
1348|MUELLER WATER PRODUCTS, INC.|NONE|true|Mueller common surname
1350|MUNICIPAL CASTINGS ASSOCIATION FORMERLY MUNICIPAL CASTINGS FAIR TRADE COUNCIL|NONE|true|fully generic descriptive trade-association name
1352|MUSCOGEE CREEK NATION|Muscogee Nation;Muscogee (Creek) Nation|false|distinctive tribal name
1353|MYRIAD GENETICS, INC.|NONE|true|Myriad common English word
1354|NACCO INDUSTRIES, INC.|NACCO|false|distinctive acronym/brand name
1355|NAMM: NATIONAL ASSOCIATION OF MUSIC MERCHANTS|NAMM|false|distinctive acronym, well-known trade show
1356|NAREIT|NONE|false|distinctive acronym
1357|NASDAQ, INC.|Nasdaq|false|distinctive well-known brand name
1358|NASDAQ OMX GROUP (FORMERLY "THE NASDAQ STOCK MARKET")|Nasdaq;NASDAQ OMX|false|distinctive well-known brand name
1360|NATAT (NATIONAL ASSN OF TOWNS AND TOWNSHIPS|NONE|true|generic descriptive name; NATAT parent risk high
1361|NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION|NATCA|false|distinctive acronym well known in aviation/labor context
1363|NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS|NONE|true|fully generic descriptive advocacy-coalition name
1364|NATIONAL ALLIANCE OF FOREST OWNERS|NONE|true|fully generic descriptive trade-association name
1365|NATIONAL APARTMENT ASSOCIATION|NONE|true|generic descriptive trade-association name; NAA collides
1366|NATIONAL ASSN OF BROADCASTERS|NONE|true|generic descriptive trade-association name; NAB collides
1369|NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS|NONE|true|fully generic descriptive trade-association name
1372|NATIONAL ASSOCIATION OF CONVENIENCE STORES|NONE|true|fully generic descriptive trade-association name
1373|NATIONAL ASSOCIATION OF DENTAL PLANS|NONE|true|fully generic descriptive trade-association name
1374|NATIONAL ASSOCIATION OF FREESTANDING EMERGENCY CENTERS (NAFEC)|NONE|true|fully generic descriptive trade-association name
1375|NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS|NONE|true|fully generic descriptive trade-association name
1376|NATIONAL ASSOCIATION OF LETTER CARRIERS|NONE|true|generic descriptive trade-union name
1377|NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES|NONE|true|fully generic descriptive trade-association name
1378|NATIONAL ASSOCIATION OF PROTON THERAPY|NONE|true|fully generic descriptive trade-association name
1379|NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.|NONE|true|fully generic descriptive trade-association name
1380|NATIONAL ASSOCIATION OF REALTORS|NONE|true|fully generic descriptive trade-association name
1381|NATIONAL ASSOCIATION OF RURAL HEALTH CLINICS|NONE|true|fully generic descriptive trade-association name
1382|NATIONAL ASSOCIATION OF SPECIALTY PHARMACY|NONE|true|fully generic descriptive trade-association name
1383|NATIONAL ASSOCIATION OF WATER COMPANIES|NONE|true|fully generic descriptive trade-association name
1384|NATIONAL ASSOCIATION OF WATERFRONT EMPLOYERS|NONE|true|fully generic descriptive trade-association name
1385|NATIONAL AUDUBON SOCIETY|Audubon|false|distinctive well-known brand name
1386|NATIONAL AUTOMOBILE DEALERS ASSOCIATION|NONE|true|fully generic descriptive trade-association name; NADA collision
1387|NATIONAL BORDER PATROL COUNCIL|NONE|true|generic descriptive name
1388|NATIONAL BRAIN TUMOR SOCIETY, INC.|NONE|false|distinctive specific nonprofit name
1389|NATIONAL BUSINESS AVIATION ASSOCIATION INC|NBAA|false|distinctive acronym, well-known aviation trade group
1390|NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION|NCTA|false|distinctive trade group, well-known acronym
1391|NATIONAL CABLE AND TELECOMMUNICATIONS ASSOCIATION|NCTA|false|distinctive trade group, well-known acronym
1392|NATIONAL CABLE TELECOMMUNICATIONS ASSOCIATION|NCTA|false|distinctive trade group, well-known acronym
1393|NATIONAL CANNABIS ROUNDTABLE|NONE|false|distinctive coalition name
1394|NATIONAL CENTER FOR MANUFACTURING SCIENCES|NCMS|false|distinctive org name
1395|NATIONAL CHILDREN'S ALLIANCE|NONE|true|generic-sounding advocacy name
1396|NATIONAL COALITION FOR ACCESS TO AUTISM SERVICES (NCAAS)|NCAAS|false|distinctive coalition name/acronym
1397|NATIONAL COLLEGIATE ATHLETIC ASSOCIATION|NCAA|false|extremely well-known distinctive acronym
1398|NATIONAL COMMUNITY ACTION AGENCY|NONE|true|generic term used by many local/regional CAAs
1399|NATIONAL CONFECTIONERS ASSOCIATION|NONE|false|distinctive trade group name
1400|NATIONAL CORN GROWERS ASSOCIATION|NCGA|false|distinctive trade group name
1401|NATIONAL COUNCIL FOR MENTAL WELLBEING FKA NATIONAL COUNCIL FOR BEHAVIORAL HEALTH|National Council for Behavioral Health|false|distinctive org, legacy name given
1402|NATIONAL COUNCIL ON CIVIL ADVOCACY|NONE|true|generic-sounding advocacy name
1403|NATIONAL EDUCATION ASSOCIATION|NONE|true|NEA collides with National Endowment for the Arts
1405|NATIONAL EMPLOYMENT OPPORTUNITIES NETWORK|NONE|true|generic descriptive name
1406|NATIONAL FIRE PROTECTION ASSOCIATION|NFPA|false|distinctive well-known standards body acronym
1407|NATIONAL FOOTBALL LEAGUE|NFL|false|extremely well-known distinctive acronym
1409|NATIONAL GROCERS ASSOCIATION|NONE|true|NGA acronym collides with National Governors Association
1410|NATIONAL GUARD ASSOCIATION OF THE UNITED STATES, INC.|NONE|true|National Guard extremely common term
1411|NATIONAL HEAD START ASSOCIATION|NONE|true|Head Start very common program name
1412|NATIONAL HOME INFUSION ASSOCIATION|NHIA|false|distinctive trade group name
1413|NATIONAL INSTALLMENT LENDERS ASSOCIATION|NONE|false|distinctive trade group name
1415|NATIONAL MINING ASSOCIATION|NMA|false|distinctive trade group
1416|NATIONAL PAWNBROKERS ASSOCIATION|NONE|false|distinctive trade group name
1417|NATIONAL PORK PRODUCERS COUNCIL|NPPC|false|distinctive trade group name
1418|NATIONAL PUBLIC FINANCE GUARANTEE CORPORATION|NPFGC|false|distinctive corporate name
1419|NATIONAL PUBLIC RADIO|NPR|false|extremely well-known distinctive acronym/brand
1420|NATIONAL RENTAL HOME COUNCIL|NONE|false|distinctive trade group name
1421|NATIONAL RESTAURANT ASSOCIATION|NONE|true|restaurant association generic enough
1422|NATIONAL RETAIL FEDERATION|NRF|false|distinctive well-known trade group
1424|NATIONAL SCHOOL TRANSPORTATION ASSOCIATION|NONE|true|school transportation generic common phrase
1425|NATIONAL SHOOTING SPORTS FOUNDATION, INC.|NSSF|false|distinctive trade group name
1426|NATIONAL SORGHUM PRODUCERS|NONE|false|distinctive commodity group name
1427|NATIONAL SPECTRUM CONSORTIUM, INC.|NONE|true|spectrum common in health/autism/telecom contexts
1428|NATIONAL THOROUGHBRED RACING ASSOCIATION|NTRA|false|distinctive trade group name
1429|NATIONAL VENTURE CAPITAL ASSOCIATION|NVCA|false|distinctive trade group name
1430|NATIONAL WATER RESOURCES ASSOCIATION|NONE|true|water resources very generic policy phrase
1431|NATURAL GAS SUPPLY ASSN|Natural Gas Supply Association|false|distinctive trade group name
1432|NATURAL PRODUCTS ASSOCIATION|NONE|true|natural products generic descriptive phrase
1433|NAVAJO NATION|NONE|true|Navajo Nation referenced constantly for unrelated reasons
1434|NAVIGATOR CO2 VENTURES LLC|Navigator CO2|false|distinctive company name
1436|NCTA - THE INTERNET AND TELEVISION ASSOCIATION|NCTA|false|distinctive trade group, well-known acronym
1437|NCTA-THE INTERNET & TELEVISION ASSOCIATION|NCTA|false|distinctive trade group, well-known acronym
1439|NEC CORPORATION OF AMERICA|NEC|false|distinctive well-known electronics/telecom brand
1443|NETCHOICE|NONE|false|distinctive coined brand name
1445|NEUROCRINE BIOSCIENCES, INC.|Neurocrine|false|distinctive biotech company name
1446|NEVADA SYSTEM OF HIGHER EDUCATION|NONE|true|generic-sounding state university-system name
1448|NEW INDY CATAWBA LLC|New Indy Catawba;New Indy|false|distinctive company name
1449|NEW MARKETS TAX CREDIT COALITION|NONE|true|New Markets Tax Credit common federal program name
1450|NEW VENTURE FUND|NONE|true|generic descriptive name
1451|NEW YORK LIFE|NONE|false|distinctive well-known insurance brand
1452|NEW YORK LIFE INSURANCE COMPANY|New York Life|false|distinctive well-known insurance brand
1453|NEWMONT MINING CORPORATION|Newmont|false|distinctive well-known mining company brand
1456|NEWS MEDIA ALLIANCE|NONE|true|generic-sounding advocacy/trade name
1457|NEWS/MEDIA ALLIANCE|NONE|true|generic-sounding advocacy/trade name
1461|NEXTERA ENERGY RESOURCES LLC|NextEra;NextEra Energy|false|distinctive well-known energy company brand
1462|NEXTNAV INC.|NextNav|false|distinctive company brand name
1463|NIKE, INC.|Nike|false|extremely well-known distinctive consumer brand
1465|NIRON MAGNETICS|Niron|false|distinctive company name
1466|NISOURCE INC.|NiSource|false|distinctive well-known utility holding company brand
1467|NISSAN NORTH AMERICA, INC.|Nissan|false|extremely well-known distinctive consumer brand
1468|NITRON GROUP LLC|NONE|false|distinctive-enough company name
1469|NMDP|National Marrow Donor Program;Be The Match|false|distinctive acronym
1470|NOKIA OF AMERICA CORPORATION|Nokia|false|extremely well-known distinctive brand
1471|NOMI HEALTH, INC.|Nomi Health;Nomi|false|distinctive company brand name
1472|NOMURA HOLDING AMERICA, INC.|Nomura|false|distinctive well-known financial brand
1473|NONPROFIT KIDNEY CARE ALLIANCE|NONE|true|generic-sounding advocacy name
1474|NORC AT THE UNIVERSITY OF CHICAGO|NONE|true|University of Chicago collision risk
1475|NORD STREAM 2 AG|Nord Stream 2;Nord Stream|false|distinctive well-known pipeline project name
1477|NORTH AMERICAN INTERPIPE, INC.|NONE|false|distinctive-enough company name
1478|NORTH CAROLINA MILITARY AFFAIRS COMMISSION|NONE|true|generic-sounding state commission name
1479|NORTH STAR SCIENTIFIC CORPORATION|NONE|true|North Star common generic name/metaphor
1480|NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION|Metra|false|distinctive; universally known by brand name
1481|NORTHEASTERN UNIVERSITY|NONE|true|Northeastern could refer to region generically
1482|NORTHERN CALIFORNIA POWER AGENCY|NCPA|false|distinctive-enough agency name
1483|NORTHROP GRUMMAN CORPORATION|Northrop Grumman;Northrop|false|distinctive well-known defense contractor brand
1484|NORTHROP GRUMMAN SYSTEMS CORPORATION|Northrop Grumman;Northrop|false|distinctive well-known defense contractor brand
1485|NORTHWELL HEALTH INC (FKA NSLIJ HEALTH SYSTEM)|Northwell Health;Northwell;North Shore-LIJ|false|distinctive brand, legacy name given
1488|NOVA SOUTHEASTERN UNIVERSITY|NSU|false|distinctive university name
1489|NOVARTIS CORPORATION|Novartis|false|distinctive well-known pharma brand
1490|NOVAVAX, INC.|Novavax|false|distinctive well-known biotech/vaccine brand
1492|NOVOCURE INC.|NovoCure|false|distinctive company brand name
1493|NOVOZYMES NORTH AMERICA, INC.|Novozymes|false|distinctive well-known biotech company brand
1494|NRG ENERGY, INC.|NRG;NRG Energy|false|distinctive well-known energy company brand
1495|NUCLEAR ENERGY INSTITUTE, INC.|NEI|false|distinctive trade group name
1496|NUCOR CORPORATION|Nucor|false|distinctive well-known steel company brand
1497|NUMBERS USA|NumbersUSA|false|distinctive well-known immigration advocacy brand
1498|NUTRIEN US LLC|Nutrien|false|distinctive well-known agribusiness brand
1499|NUTRIEN US LLC (FORMERLY KNOWN AS AGRIUM U.S. INC.) (A NUTRIEN LTD SUBSIDIARY)|Nutrien;Agrium|false|distinctive brand, legacy name given
1501|OAK STREET HEALTH D/B/A CVS HEALTH|Oak Street Health|true|CVS Health extremely common/generic referring to parent broadly
1502|OAK VIEW GROUP, LLC|NONE|false|distinctive company name
1503|OCCIDENTAL PETROLEUM CORPORATION|Oxy|false|distinctive brand name, well-known abbreviation
1504|OCEAN AERO, INC.|NONE|false|distinctive company name
1505|OCEAN CONSERVANCY, INC.|NONE|false|distinctive enough
1506|OCEAN SPRAY CRANBERRIES, INC.|Ocean Spray|false|distinctive well-known brand name
1507|OCHSNER CLINIC FOUNDATION DBA OCHSNER HEALTH|Ochsner Health;Ochsner|false|distinctive healthcare system name
1508|OCHSNER HEALTH SYSTEM|Ochsner Health;Ochsner|false|distinctive healthcare system name
1509|OCUGEN, INC.|NONE|false|distinctive company name
1510|ODAWI LAW PLLC ON BEHALF OF PRAIRIE BAND POTAWATOMI NATION|Prairie Band Potawatomi Nation|false|distinctive tribal nation name
1511|OFFICE OF THE GOVERNOR, STATE OF COLORADO|NONE|true|generic government-office name, used by every state
1512|OGE ENERGY CORP|OGE Energy;OG&E|false|distinctive utility name/brand
1513|OHIO CHRISTIAN UNIVERSITY|NONE|false|specific university name, reasonably distinctive
1515|OMEROS CORPORATION|Omeros|false|distinctive company name
1516|OMIDYAR NETWORK SERVICES, LLC.|Omidyar Network|false|distinctive named entity
1517|OMNITRAX, INC.|OmniTRAX|false|distinctive company name
1518|ONCOR ELECTRIC DELIVERY|Oncor|false|distinctive utility brand name
1519|ONE WORLD TECHNOLOGIES, INC.|NONE|true|generic-sounding name One World
1520|ONEIDA INDIAN NATION|NONE|false|distinctive well-known tribal nation name
1521|ONEMAIN FINANCIAL GROUP, LLC|OneMain;OneMain Financial|false|distinctive brand name
1522|ONLINE LENDERS ALLIANCE|NONE|true|generic trade-association name
1527|OPPORTUNITY FINANCIAL, INC.|NONE|false|distinctive company; OppFi flagged with caution, not added
1528|OPTIMUM COMMUNICATIONS (FORMERLY REPORTING AS ALTICE USA, INC.)|Optimum;Altice USA;Altice|false|distinctive brand names
1529|OPTIONS CLEARING CORPORATION (OCC)|NONE|true|OCC collides with Office of the Comptroller of the Currency
1532|ORACLE AMERICAN INC.|Oracle|false|distinctive, extremely well-known tech company name
1533|ORANGE COUNTY TRANSPORTATION AUTHORITY|NONE|true|Orange County common place name
1534|ORANO USA LLC|Orano|false|distinctive company name
1535|ORCHARD THERAPEUTICS NORTH AMERICA|Orchard Therapeutics|false|distinctive company name
1536|ORGANON, LLC|Organon|false|distinctive pharma company name
1538|ORSTED NORTH AMERICA, INC.|Orsted;Ørsted|false|distinctive energy company name
1539|OSHKOSH CORPORATION|NONE|true|Oshkosh also well-known Wisconsin city name/consumer brand
1543|OUTSOURCING FACILITIES ASSOCIATION|NONE|true|generic trade-association name
1544|OVERSEAS SHIPHOLDING GROUP, INC.|OSG|false|distinctive company name/initials
1545|OWENS & MINOR, INC.|Owens & Minor|false|distinctive company name
1547|PACIFIC GAS AND ELECTRIC COMPANY|PG&E|false|distinctive extremely well-known utility brand
1548|PACIRA PHARMACEUTICALS INC.|Pacira|false|distinctive company name
1549|PACKAGE COALITION LLC|NONE|true|generic-sounding coalition name
1553|PANTHEON DATA (FKA THE KENIFIC GROUP)|NONE|true|Pantheon common word/place name
1554|PARA LA NATURALEZA, INC.|NONE|false|distinctive Spanish-language org name
1556|PARALLAX ADVANCED RESEARCH|NONE|true|Parallax common technical/scientific term
1558|PARKER HANNIFIN CORPORATION|Parker Hannifin|false|distinctive company name
1559|PARRY LABS, LLC|Parry Labs|false|distinctive company name
1561|PARTNER THERAPEUTICS, INC.|NONE|false|distinctive company name
1562|PARTNERSHIP FOR CONSERVATION|NONE|true|generic advocacy-coalition name
1563|PARTNERSHIP FOR JOB CREATION|NONE|true|generic advocacy-coalition name
1564|PARTNERSHIP FOR PART D ACCESS|NONE|true|generic-sounding coalition name
1565|PARTNERSHIP FOR QUALITY HOME HEALTHCARE|NONE|true|generic advocacy-coalition name
1567|PASCUA YAQUI TRIBE|NONE|false|distinctive well-known tribal name
1568|PATHWARD, NATIONAL ASSOCIATION (FKA PATHWARD (FORMERLY METABANK, N.A.))|Pathward;MetaBank|false|distinctive company names
1571|PATRIOT RAIL COMPANY (FKA PIONEER LINES (FKA PIONEER RAILCORP))|NONE|true|Patriot common word with high collision risk
1575|PBF HOLDING COMPANY LLC|PBF Energy|false|distinctive company name/initials
1577|PECHANGA BAND OF LUISENO MISSION INDIANS|Pechanga|false|distinctive well-known tribal name
1578|PEDIATRIX MEDICAL GROUP, INC.|Pediatrix|false|distinctive company name
1579|PELOTON INTERACTIVE, INC.|Peloton|false|distinctive well-known consumer brand
1581|PERATON CORPORATION|Peraton|false|distinctive company name
1582|PERDOCEO EDUCATION CORPORATION|Perdoceo|false|distinctive company name
1583|PERFORMANCE DRONE WORKS, LLC|PDW|false|distinctive company name
1584|PERIMETER SOLUTIONS|NONE|true|generic security/services-sounding name
1585|PERNOD RICARD USA., LLC|Pernod Ricard|false|distinctive well-known beverage company name
1586|PERPETUA RESOURCES, CORP.|Perpetua Resources;Perpetua|false|distinctive company name
1588|PERSONAL CARE PRODUCTS COUNCIL|NONE|true|generic trade-association name
1589|PERSPECTUM LTD|Perspectum|false|distinctive company name
1591|PET RESIN ASSOCIATION|NONE|true|generic trade-association name
1592|PFIZER, INC.|Pfizer|false|distinctive, extremely well-known company name
1593|PFS INVESTMENTS, INC.|NONE|true|generic-sounding acronym+generic-word name
1596|PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION (PCMA)|PCMA|false|distinctive, well-established acronym
1597|PHARMACEUTICAL INDUSTRY LABOR MANAGEMENT ASSOCIATION|NONE|true|generic trade-association name
1598|PHARMACEUTICAL INDUSTRY LABOR-MANAGEMENT ASSOCIATION|NONE|true|generic trade-association name
1599|PHARMACEUTICAL PRINTED LITERATURE ASSOCIATION|NONE|true|generic trade-association name
1600|PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA INC|PhRMA|false|distinctive, extremely well-known acronym
1602|PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA (PHRMA)|PhRMA|false|distinctive, extremely well-known acronym
1603|PHI AIR MEDICAL|NONE|true|PHI very short, highly ambiguous acronym
1604|PHILIPS NORTH AMERICA LLC (FORMERLY REPORTING AS PHILIPS HEALTHCARE/HOLDING)|Philips;Philips Healthcare|false|distinctive well-known brand name
1605|PHILLIPS 66 COMPANY|Phillips 66;P66|false|distinctive well-known energy company brand
1606|PHLOW CORPORATION|Phlow|false|distinctive company name
1608|PHRMA INC.|PhRMA|false|distinctive, well-known acronym
1609|PHYSICIANS ADVOCACY INSTITUTE|NONE|true|generic-sounding advocacy-institute name
1610|PIEDMONT HEALTHCARE INC.|NONE|true|Piedmont common regional/geographic term
1612|PILOT TRAVEL CENTERS LLC (F/K/A PILOT FLYING J)|Pilot Flying J;Flying J|true|Pilot alone very common word, high collision risk
1614|PINTEREST, INC.|Pinterest|false|distinctive well-known consumer brand
1615|PITNEY BOWES|NONE|false|distinctive well-known company name
1616|PIVOT BIO, INC.|Pivot Bio|false|distinctive company name
1620|PLANNED PARENTHOOD FEDERATION OF AMERICA, INC|Planned Parenthood|false|distinctive extremely well-known org name
1621|PLUG POWER, INC.|Plug Power|false|distinctive company name
1622|PMI GLOBAL SERVICES INC.|NONE|true|PMI highly ambiguous acronym
1624|PMI US CORPORATE SERVICES INC. (FKA PMI GLOBAL SERVICES INC.)|NONE|true|PMI highly ambiguous acronym
1625|POARCH BAND OF CREEK INDIANS|Poarch Creek;Poarch Band|false|distinctive well-known tribal name
1626|PODIMETRICS|NONE|false|distinctive company name
1628|POINT BLANK ENTERPRISES, INC.|NONE|true|Point Blank common English phrase
